sample_id,replicate,timepoint,dose,growth,generations,is_t0
dose_1-rep_1-t_3,dose_1-rep_1,3.0,0.20117262002701805,618290.3220565522,2.401097863199693,False
dose_1-rep_1-t_4,dose_1-rep_1,4.0,0.20117262002701805,833511.6554962726,2.832015812996294,False
dose_1-rep_1-t_5,dose_1-rep_1,5.0,0.20117262002701805,988339.672526323,3.077820391955883,False
dose_1-rep_2-t_0,dose_1-rep_2,0.0,0.20117262002701805,117055.0,0.0,True
dose_1-rep_2-t_1,dose_1-rep_2,1.0,0.20117262002701805,222422.7611495618,0.9261178702440107,False
dose_1-rep_2-t_2,dose_1-rep_2,2.0,0.20117262002701805,394457.30302182614,1.7526825875833112,False
dose_1-rep_2-t_3,dose_1-rep_2,3.0,0.20117262002701805,618290.3220565522,2.401097863199693,False
dose_1-rep_2-t_4,dose_1-rep_2,4.0,0.20117262002701805,833511.6554962726,2.832015812996294,False
dose_1-rep_2-t_5,dose_1-rep_2,5.0,0.20117262002701805,988339.672526323,3.077820391955883,False
dose_2-rep_0-t_0,dose_2-rep_0,0.0,0.3278104266931334,117055.0,0.0,True
dose_2-rep_0-t_1,dose_2-rep_0,1.0,0.3278104266931334,208766.2945323125,0.834702246130147,False
dose_2-rep_0-t_2,dose_2-rep_0,2.0,0.3278104266931334,356837.17092046584,1.6080793449317268,False
dose_2-rep_0-t_3,dose_2-rep_0,3.0,0.3278104266931334,557154.5259169642,2.250890951794641,False
dose_2-rep_0-t_4,dose_2-rep_0,4.0,0.3278104266931334,767351.9087930336,2.712701791269896,False
dose_2-rep_0-t_5,dose_2-rep_0,5.0,0.3278104266931334,936068.5780837294,2.9994276677073946,False
dose_2-rep_1-t_0,dose_2-rep_1,0.0,0.3278104266931334,117055.0,0.0,True
dose_2-rep_1-t_1,dose_2-rep_1,1.0,0.3278104266931334,208766.2945323125,0.834702246130147,False
dose_2-rep_1-t_2,dose_2-rep_1,2.0,0.3278104266931334,356837.17092046584,1.6080793449317268,False
dose_2-rep_1-t_3,dose_2-rep_1,3.0,0.3278104266931334,557154.5259169642,2.250890951794641,False
dose_2-rep_1-t_4,dose_2-rep_1,4.0,0.3278104266931334,767351.9087930336,2.712701791269896,False
dose_2-rep_1-t_5,dose_2-rep_1,5.0,0.3278104266931334,936068.5780837294,2.9994276677073946,False
dose_2-rep_2-t_0,dose_2-rep_2,0.0,0.3278104266931334,117055.0,0.0,True
dose_2-rep_2-t_1,dose_2-rep_2,1.0,0.3278104266931334,208766.2945323125,0.834702246130147,False
dose_2-rep_2-t_2,dose_2-rep_2,2.0,0.3278104266931334,356837.17092046584,1.6080793449317268,False
dose_2-rep_2-t_3,dose_2-rep_2,3.0,0.3278104266931334,557154.5259169642,2.250890951794641,False
dose_2-rep_2-t_4,dose_2-rep_2,4.0,0.3278104266931334,767351.9087930336,2.712701791269896,False
dose_2-rep_2-t_5,dose_2-rep_2,5.0,0.3278104266931334,936068.5780837294,2.9994276677073946,False
dose_3-rep_0-t_0,dose_3-rep_0,0.0,0.5341665075212624,117055.0,0.0,True
dose_3-rep_0-t_1,dose_3-rep_0,1.0,0.5341665075212624,194167.85296808663,0.7301178030311807,False
dose_3-rep_0-t_2,dose_3-rep_0,2.0,0.5341665075212624,316942.8764619754,1.437036282232122,False
dose_3-rep_0-t_3,dose_3-rep_0,3.0,0.5341665075212624,489512.636121671,2.0641595411437166,False
dose_3-rep_0-t_4,dose_3-rep_0,4.0,0.5341665075212624,687865.3222216408,2.5549395655675515,False
dose_3-rep_0-t_5,dose_3-rep_0,5.0,0.5341665075212624,867383.0729686539,2.889482728766238,False
dose_3-rep_1-t_0,dose_3-rep_1,0.0,0.5341665075212624,117055.0,0.0,True
dose_3-rep_1-t_1,dose_3-rep_1,1.0,0.5341665075212624,194167.85296808663,0.7301178030311807,False
dose_3-rep_1-t_2,dose_3-rep_1,2.0,0.5341665075212624,316942.8764619754,1.437036282232122,False
dose_3-rep_1-t_3,dose_3-rep_1,3.0,0.5341665075212624,489512.636121671,2.0641595411437166,False
dose_3-rep_1-t_4,dose_3-rep_1,4.0,0.5341665075212624,687865.3222216408,2.5549395655675515,False
dose_3-rep_1-t_5,dose_3-rep_1,5.0,0.5341665075212624,867383.0729686539,2.889482728766238,False
dose_3-rep_2-t_0,dose_3-rep_2,0.0,0.5341665075212624,117055.0,0.0,True
dose_3-rep_2-t_1,dose_3-rep_2,1.0,0.5341665075212624,194167.85296808663,0.7301178030311807,False
dose_3-rep_2-t_2,dose_3-rep_2,2.0,0.5341665075212624,316942.8764619754,1.437036282232122,False
dose_3-rep_2-t_3,dose_3-rep_2,3.0,0.5341665075212624,489512.636121671,2.0641595411437166,False
dose_3-rep_2-t_4,dose_3-rep_2,4.0,0.5341665075212624,687865.3222216408,2.5549395655675515,False
dose_3-rep_2-t_5,dose_3-rep_2,5.0,0.5341665075212624,867383.0729686539,2.889482728766238,False
dose_4-rep_0-t_0,dose_4-rep_0,0.0,0.870423374374747,117055.0,0.0,True
dose_4-rep_0-t_1,dose_4-rep_0,1.0,0.870423374374747,179849.0377847039,0.619599880459945,False
dose_4-rep_0-t_2,dose_4-rep_0,2.0,0.870423374374747,278757.0181696531,1.2518215672959792,False
dose_4-rep_0-t_3,dose_4-rep_0,3.0,0.870423374374747,423504.06388361723,1.8551892530849372,False
dose_4-rep_0-t_4,dose_4-rep_0,4.0,0.870423374374747,605732.9764283933,2.3714953941895147,False
dose_4-rep_0-t_5,dose_4-rep_0,5.0,0.870423374374747,791779.1028853382,2.757911430955815,False
dose_4-rep_1-t_0,dose_4-rep_1,0.0,0.870423374374747,117055.0,0.0,True
dose_4-rep_1-t_1,dose_4-rep_1,1.0,0.870423374374747,179849.0377847039,0.619599880459945,False
dose_4-rep_1-t_2,dose_4-rep_1,2.0,0.870423374374747,278757.0181696531,1.2518215672959792,False
dose_4-rep_1-t_3,dose_4-rep_1,3.0,0.870423374374747,423504.06388361723,1.8551892530849372,False
dose_4-rep_1-t_4,dose_4-rep_1,4.0,0.870423374374747,605732.9764283933,2.3714953941895147,False
dose_4-rep_1-t_5,dose_4-rep_1,5.0,0.870423374374747,791779.1028853382,2.757911430955815,False
dose_4-rep_2-t_0,dose_4-rep_2,0.0,0.870423374374747,117055.0,0.0,True
dose_4-rep_2-t_1,dose_4-rep_2,1.0,0.870423374374747,179849.0377847039,0.619599880459945,False
dose_4-rep_2-t_2,dose_4-rep_2,2.0,0.870423374374747,278757.0181696531,1.2518215672959792,False
dose_4-rep_2-t_3,dose_4-rep_2,3.0,0.870423374374747,423504.06388361723,1.8551892530849372,False
dose_4-rep_2-t_4,dose_4-rep_2,4.0,0.870423374374747,605732.9764283933,2.3714953941895147,False
dose_4-rep_2-t_5,dose_4-rep_2,5.0,0.870423374374747,791779.1028853382,2.757911430955815,False
dose_5-rep_0-t_0,dose_5-rep_0,0.0,1.41835334112138,117055.0,0.0,True
dose_5-rep_0-t_1,dose_5-rep_0,1.0,1.41835334112138,167060.34358941315,0.5131827498868529,False
dose_5-rep_0-t_2,dose_5-rep_0,2.0,1.41835334112138,246041.4256362762,1.0717146800456518,False
dose_5-rep_0-t_3,dose_5-rep_0,3.0,1.41835334112138,367542.52779013116,1.6507246312376866,False
dose_5-rep_0-t_4,dose_5-rep_0,4.0,1.41835334112138,535033.3697428543,2.1924423140004268,False
dose_5-rep_0-t_5,dose_5-rep_0,5.0,1.41835334112138,726051.529930286,2.6328853835701116,False
dose_5-rep_1-t_0,dose_5-rep_1,0.0,1.41835334112138,117055.0,0.0,True
dose_5-rep_1-t_1,dose_5-rep_1,1.0,1.41835334112138,167060.34358941315,0.5131827498868529,False
dose_5-rep_1-t_2,dose_5-rep_1,2.0,1.41835334112138,246041.4256362762,1.0717146800456518,False
dose_5-rep_1-t_3,dose_5-rep_1,3.0,1.41835334112138,367542.52779013116,1.6507246312376866,False
dose_5-rep_1-t_4,dose_5-rep_1,4.0,1.41835334112138,535033.3697428543,2.1924423140004268,False
dose_5-rep_1-t_5,dose_5-rep_1,5.0,1.41835334112138,726051.529930286,2.6328853835701116,False
dose_5-rep_2-t_0,dose_5-rep_2,0.0,1.41835334112138,117055.0,0.0,True
dose_5-rep_2-t_1,dose_5-rep_2,1.0,1.41835334112138,167060.34358941315,0.5131827498868529,False
dose_5-rep_2-t_2,dose_5-rep_2,2.0,1.41835334112138,246041.4256362762,1.0717146800456518,False
dose_5-rep_2-t_3,dose_5-rep_2,3.0,1.41835334112138,367542.52779013116,1.6507246312376866,False
dose_5-rep_2-t_4,dose_5-rep_2,4.0,1.41835334112138,535033.3697428543,2.1924423140004268,False
dose_5-rep_2-t_5,dose_5-rep_2,5.0,1.41835334112138,726051.529930286,2.6328853835701116,False
dose_6-rep_0-t_0,dose_6-rep_0,0.0,2.3112042478354495,117055.0,0.0,True
dose_6-rep_0-t_1,dose_6-rep_0,1.0,2.3112042478354495,156640.12723312783,0.4202672814724111,False
dose_6-rep_0-t_2,dose_6-rep_0,2.0,2.3112042478354495,220761.033587925,0.9152989848252058,False
dose_6-rep_0-t_3,dose_6-rep_0,3.0,2.3112042478354495,325801.3065623647,1.4768058290896102,False
dose_6-rep_0-t_4,dose_6-rep_0,4.0,2.3112042478354495,483650.1317704568,2.0467772315256103,False
dose_6-rep_0-t_5,dose_6-rep_0,5.0,2.3112042478354495,680616.3580916729,2.5396552653559166,False
dose_6-rep_1-t_0,dose_6-rep_1,0.0,2.3112042478354495,117055.0,0.0,True
dose_6-rep_1-t_1,dose_6-rep_1,1.0,2.3112042478354495,156640.12723312783,0.4202672814724111,False
dose_6-rep_1-t_2,dose_6-rep_1,2.0,2.3112042478354495,220761.033587925,0.9152989848252058,False
dose_6-rep_1-t_3,dose_6-rep_1,3.0,2.3112042478354495,325801.3065623647,1.4768058290896102,False
dose_6-rep_1-t_4,dose_6-rep_1,4.0,2.3112042478354495,483650.1317704568,2.0467772315256103,False
dose_6-rep_1-t_5,dose_6-rep_1,5.0,2.3112042478354495,680616.3580916729,2.5396552653559166,False
dose_6-rep_2-t_0,dose_6-rep_2,0.0,2.3112042478354495,117055.0,0.0,True
dose_6-rep_2-t_1,dose_6-rep_2,1.0,2.3112042478354495,156640.12723312783,0.4202672814724111,False
dose_6-rep_2-t_2,dose_6-rep_2,2.0,2.3112042478354495,220761.033587925,0.9152989848252058,False
dose_6-rep_2-t_3,dose_6-rep_2,3.0,2.3112042478354495,325801.3065623647,1.4768058290896102,False
dose_6-rep_2-t_4,dose_6-rep_2,4.0,2.3112042478354495,483650.1317704568,2.0467772315256103,False
dose_6-rep_2-t_5,dose_6-rep_2,5.0,2.3112042478354495,680616.3580916729,2.5396552653559166,False
dose_7-rep_0-t_0,dose_7-rep_0,0.0,3.7661032130325105,117055.0,0.0,True
dose_7-rep_0-t_1,dose_7-rep_0,1.0,3.7661032130325105,148801.10472623174,0.3461986768823421,False
dose_7-rep_0-t_2,dose_7-rep_0,2.0,3.7661032130325105,202753.24840351264,0.7925384682803503,False
dose_7-rep_0-t_3,dose_7-rep_0,3.0,3.7661032130325105,297423.17062527494,1.3453304838789686,False
dose_7-rep_0-t_4,dose_7-rep_0,4.0,3.7661032130325105,450412.9783225577,1.9440618377944692,False
dose_7-rep_0-t_5,dose_7-rep_0,5.0,3.7661032130325105,653766.1815845432,2.4815881899955756,False
dose_7-rep_1-t_0,dose_7-rep_1,0.0,3.7661032130325105,117055.0,0.0,True
dose_7-rep_1-t_1,dose_7-rep_1,1.0,3.7661032130325105,148801.10472623174,0.3461986768823421,False
dose_7-rep_1-t_2,dose_7-rep_1,2.0,3.7661032130325105,202753.24840351264,0.7925384682803503,False
dose_7-rep_1-t_3,dose_7-rep_1,3.0,3.7661032130325105,297423.17062527494,1.3453304838789686,False
dose_7-rep_1-t_4,dose_7-rep_1,4.0,3.7661032130325105,450412.9783225577,1.9440618377944692,False
dose_7-rep_1-t_5,dose_7-rep_1,5.0,3.7661032130325105,653766.1815845432,2.4815881899955756,False
dose_7-rep_2-t_0,dose_7-rep_2,0.0,3.7661032130325105,117055.0,0.0,True
dose_7-rep_2-t_1,dose_7-rep_2,1.0,3.7661032130325105,148801.10472623174,0.3461986768823421,False
dose_7-rep_2-t_2,dose_7-rep_2,2.0,3.7661032130325105,202753.24840351264,0.7925384682803503,False
dose_7-rep_2-t_3,dose_7-rep_2,3.0,3.7661032130325105,297423.17062527494,1.3453304838789686,False
dose_7-rep_2-t_4,dose_7-rep_2,4.0,3.7661032130325105,450412.9783225577,1.9440618377944692,False
dose_7-rep_2-t_5,dose_7-rep_2,5.0,3.7661032130325105,653766.1815845432,2.4815881899955756,False
dose_8-rep_0-t_0,dose_8-rep_0,0.0,6.1368584903291605,117055.0,0.0,True
dose_8-rep_0-t_1,dose_8-rep_0,1.0,6.1368584903291605,143258.0596617452,0.29142974648746456,False
dose_8-rep_0-t_2,dose_8-rep_0,2.0,6.1368584903291605,190613.57755750668,0.7034643267976026,False
dose_8-rep_0-t_3,dose_8-rep_0,3.0,6.1368584903291605,279137.85937086184,1.2537912494702186,False
dose_8-rep_0-t_4,dose_8-rep_0,4.0,6.1368584903291605,430135.55843049457,1.8776048404415195,False
dose_8-rep_0-t_5,dose_8-rep_0,5.0,6.1368584903291605,639010.8809450462,2.448653936862557,False
dose_8-rep_1-t_0,dose_8-rep_1,0.0,6.1368584903291605,117055.0,0.0,True
dose_8-rep_1-t_1,dose_8-rep_1,1.0,6.1368584903291605,143258.0596617452,0.29142974648746456,False
dose_8-rep_1-t_2,dose_8-rep_1,2.0,6.1368584903291605,190613.57755750668,0.7034643267976026,False
dose_8-rep_1-t_3,dose_8-rep_1,3.0,6.1368584903291605,279137.85937086184,1.2537912494702186,False
dose_8-rep_1-t_4,dose_8-rep_1,4.0,6.1368584903291605,430135.55843049457,1.8776048404415195,False
dose_8-rep_1-t_5,dose_8-rep_1,5.0,6.1368584903291605,639010.8809450462,2.448653936862557,False
dose_8-rep_2-t_0,dose_8-rep_2,0.0,6.1368584903291605,117055.0,0.0,True
dose_8-rep_2-t_1,dose_8-rep_2,1.0,6.1368584903291605,143258.0596617452,0.29142974648746456,False
dose_8-rep_2-t_2,dose_8-rep_2,2.0,6.1368584903291605,190613.57755750668,0.7034643267976026,False
dose_8-rep_2-t_3,dose_8-rep_2,3.0,6.1368584903291605,279137.85937086184,1.2537912494702186,False
dose_8-rep_2-t_4,dose_8-rep_2,4.0,6.1368584903291605,430135.55843049457,1.8776048404415195,False
dose_8-rep_2-t_5,dose_8-rep_2,5.0,6.1368584903291605,639010.8809450462,2.448653936862557,False
dose_9-rep_0-t_0,dose_9-rep_0,0.0,10.0,117055.0,0.0,True
dose_9-rep_0-t_1,dose_9-rep_0,1.0,10.0,139507.74375037773,0.2531586444918018,False
dose_9-rep_0-t_2,dose_9-rep_0,2.0,10.0,182703.5738878364,0.642318294551051,False
dose_9-rep_0-t_3,dose_9-rep_0,3.0,10.0,267670.4959774961,1.1932715660229316,False
dose_9-rep_0-t_4,dose_9-rep_0,4.0,10.0,418045.1524475581,1.8364722136788576,False
dose_9-rep_0-t_5,dose_9-rep_0,5.0,10.0,631095.7950410473,2.4306724503882338,False
dose_9-rep_1-t_0,dose_9-rep_1,0.0,10.0,117055.0,0.0,True
dose_9-rep_1-t_1,dose_9-rep_1,1.0,10.0,139507.74375037773,0.2531586444918018,False
dose_9-rep_1-t_2,dose_9-rep_1,2.0,10.0,182703.5738878364,0.642318294551051,False
dose_9-rep_1-t_3,dose_9-rep_1,3.0,10.0,267670.4959774961,1.1932715660229316,False
dose_9-rep_1-t_4,dose_9-rep_1,4.0,10.0,418045.1524475581,1.8364722136788576,False
dose_9-rep_1-t_5,dose_9-rep_1,5.0,10.0,631095.7950410473,2.4306724503882338,False
dose_9-rep_2-t_0,dose_9-rep_2,0.0,10.0,117055.0,0.0,True
dose_9-rep_2-t_1,dose_9-rep_2,1.0,10.0,139507.74375037773,0.2531586444918018,False
dose_9-rep_2-t_2,dose_9-rep_2,2.0,10.0,182703.5738878364,0.642318294551051,False
dose_9-rep_2-t_3,dose_9-rep_2,3.0,10.0,267670.4959774961,1.1932715660229316,False
dose_9-rep_2-t_4,dose_9-rep_2,4.0,10.0,418045.1524475581,1.8364722136788576,False
dose_9-rep_2-t_5,dose_9-rep_2,5.0,10.0,631095.7950410473,2.4306724503882338,False
